"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"48133348","","","","","","","50322","50322","50322","0.10026431083679199","0.10026431083679199","0.10026431083679199","","","","","",""
"48134288","","","","","","","50323","50323","50323","0.14923307299613953","0.14923307299613953","0.14923307299613953","","","","","",""
"48138708","","","","","","","50328","50328","50328","0.1692955046892166","0.1692955046892166","0.1692955046892166","","","","","",""
"48144248","","","","","","","50334","50334","50334","0.16625261306762695","0.16625261306762695","0.16625261306762695","","","","","",""
"48153600","47024","47024","47024","0.24416567385196686","0.24416567385196686","0.24416567385196686","","","","","","","","","","","",""
"48154704","","","","","","","50346","50346","50346","0.08038854598999023","0.08038854598999023","0.08038854598999023","","","","","",""
"48157328","","","","","","","50349","50349","50349","0.11770810931921005","0.11770810931921005","0.11770810931921005","","","","","",""
"48161244","","","","","","","50353","50353","50353","0.14296793937683105","0.14296793937683105","0.14296793937683105","","","","","",""
"48165888","47036","47036","47036","0.15843740105628967","0.15843740105628967","0.15843740105628967","","","","","","","","","","","",""
"48174640","","","","","","","50367","50367","50367","0.11719334870576859","0.11719334870576859","0.11719334870576859","","","","","",""
"48175104","47045","47045","47045","0.21792933344841003","0.21792933344841003","0.21792933344841003","","","","","","","","","","","",""
"48179360","","","","","","","50372","50372","50372","0.06446148455142975","0.06446148455142975","0.06446148455142975","","","","","",""
"48180972","","","","","","","50374","50374","50374","0.1898079216480255","0.1898079216480255","0.1898079216480255","","","","","",""
"48181844","","","","","","","50375","50375","50375","0.12431015074253082","0.12431015074253082","0.12431015074253082","","","","","",""
"48185344","47055","47055","47055","0.0983380526304245","0.0983380526304245","0.0983380526304245","","","","","","","","","","","",""
"48188092","","","","","","","50382","50382","50382","0.13548891246318817","0.13548891246318817","0.13548891246318817","","","","","",""
"48191108","","","","","","","50385","50385","50385","0.09976697713136673","0.09976697713136673","0.09976697713136673","","","","","",""
"48195108","","","","","","","50389","50389","50389","0.09976924955844879","0.09976924955844879","0.09976924955844879","","","","","",""
"48196124","","","","","","","50390","50390","50390","0.17058679461479187","0.17058679461479187","0.17058679461479187","","","","","",""
"48197128","","","","","","","50391","50391","50391","0.1790807992219925","0.1790807992219925","0.1790807992219925","","","","","",""
"48198656","47068","47068","47068","0.15893615782260895","0.15893615782260895","0.15893615782260895","","","","","","","","","","","",""
"48203760","","","","","","","50398","50398","50398","0.12990252673625946","0.12990252673625946","0.12990252673625946","","","","","",""
"48204536","","","","","","","50399","50399","50399","0.1206606775522232","0.1206606775522232","0.1206606775522232","","","","","",""
"48209400","","","","","","","50404","50404","50404","0.08294904977083206","0.08294904977083206","0.08294904977083206","","","","","",""
"48213368","","","","","","","50408","50408","50408","0.22697657346725464","0.22697657346725464","0.22697657346725464","","","","","",""
"48221676","","","","","","","50417","50417","50417","0.11776985228061676","0.11776985228061676","0.11776985228061676","","","","","",""
"48222516","","","","","","","50418","50418","50418","0.15212775766849518","0.15212775766849518","0.15212775766849518","","","","","",""
"48224256","47093","47093","47093","0.12411914020776749","0.12411914020776749","0.12411914020776749","","","","","","","","","","","",""
"48226304","47095","47095","47095","0.10475022345781326","0.10475022345781326","0.10475022345781326","","","","","","","","","","","",""
"48238592","47107","47107","47107","0.1524166464805603","0.1524166464805603","0.1524166464805603","50435","50435","50435","0.15046745538711548","0.15046745538711548","0.15046745538711548","","","","","",""
"48242688","47111","47111","47111","0.13483422994613647","0.13483422994613647","0.13483422994613647","","","","","","","","","","","",""
"48243916","","","","","","","50441","50441","50441","0.1165158823132515","0.1165158823132515","0.1165158823132515","","","","","",""
"48244752","","","","","","","50442","50442","50442","0.0971185564994812","0.0971185564994812","0.0971185564994812","","","","","",""
"48252620","","","","","","","50451","50451","50451","0.07668402045965195","0.07668402045965195","0.07668402045965195","","","","","",""
"48273568","","","","","","","50474","50474","50474","0.11486747115850449","0.11486747115850449","0.11486747115850449","","","","","",""
"48279552","47147","47147","47147","0.22396856546401978","0.22396856546401978","0.22396856546401978","","","","","","","","","","","",""
"48286076","","","","","","","50487","50487","50487","0.0863386020064354","0.0863386020064354","0.0863386020064354","","","","","",""
"48287744","47155","47155","47155","0.17443367838859558","0.17443367838859558","0.17443367838859558","","","","","","","","","","","",""
"48288600","","","","","","","50490","50490","50490","0.04603826254606247","0.04603826254606247","0.04603826254606247","","","","","",""
"48290284","","","","","","","50492","50492","50492","0.13085272908210754","0.13085272908210754","0.13085272908210754","","","","","",""
"48291840","47159","47159","47159","0.19889071583747864","0.19889071583747864","0.19889071583747864","","","","","","","","","","","",""
"48296680","","","","","","","50499","50499","50499","0.08177611231803894","0.08177611231803894","0.08177611231803894","","","","","",""
"48316416","47183","47183","47183","0.20183932781219482","0.20183932781219482","0.20183932781219482","","","","","","","","","","","",""
"48318464","47185","47185","47185","0.16830754280090332","0.16830754280090332","0.16830754280090332","","","","","","","","","","","",""
"48325632","47192","47192","47192","0.1757701337337494","0.1757701337337494","0.1757701337337494","","","","","","","","","","","",""
"48329256","","","","","","","50533","50533","50533","0.17485229671001434","0.17485229671001434","0.17485229671001434","","","","","",""
"48331296","","","","","","","50535","50535","50535","0.08171779662370682","0.08171779662370682","0.08171779662370682","","","","","",""
"48333320","","","","","","","50537","50537","50537","0.1099856048822403","0.1099856048822403","0.1099856048822403","","","","","",""
"48334336","","","","","","","50538","50538","50538","0.14890560507774353","0.14890560507774353","0.14890560507774353","","","","","",""
"48336088","","","","","","","50540","50540","50540","0.1339368373155594","0.1339368373155594","0.1339368373155594","","","","","",""
"48339488","","","","","","","50544","50544","50544","0.11627070605754852","0.11627070605754852","0.11627070605754852","","","","","",""
"48343068","","","","","","","50548","50548","50548","0.054279979318380356","0.054279979318380356","0.054279979318380356","","","","","",""
"48344092","","","","","","","50549","50549","50549","0.1685178130865097","0.1685178130865097","0.1685178130865097","","","","","",""
"48351580","","","","","","","50557","50557","50557","0.1415574848651886","0.1415574848651886","0.1415574848651886","","","","","",""
"48354124","","","","","","","50560","50560","50560","0.11393343657255173","0.11393343657255173","0.11393343657255173","","","","","",""
"48355804","","","","","","","50562","50562","50562","0.16295289993286133","0.16295289993286133","0.16295289993286133","","","","","",""
"48359600","","","","","","","50566","50566","50566","0.16455291211605072","0.16455291211605072","0.16455291211605072","","","","","",""
"48361588","","","","","","","50568","50568","50568","0.13669082522392273","0.13669082522392273","0.13669082522392273","","","","","",""
"48367372","","","","","","","50574","50574","50574","0.15907351672649384","0.15907351672649384","0.15907351672649384","","","","","",""
"48369080","","","","","","","50576","50576","50576","0.06739089637994766","0.06739089637994766","0.06739089637994766","","","","","",""
"48374784","47240","47240","47240","0.10381605476140976","0.10381605476140976","0.10381605476140976","","","","","","","","","","","",""
"48376604","","","","","","","50584","50584","50584","0.17416472733020782","0.17416472733020782","0.17416472733020782","","","","","",""
"48388864","","","","","","","50597","50597","50597","0.08495210111141205","0.08495210111141205","0.08495210111141205","","","","","",""
"48389856","","","","","","","50598","50598","50598","0.1443929672241211","0.1443929672241211","0.1443929672241211","","","","","",""
"48391616","","","","","","","50600","50600","50600","0.1923435628414154","0.1923435628414154","0.1923435628414154","","","","","",""
"48393508","","","","","","","50602","50602","50602","0.11879204958677292","0.11879204958677292","0.11879204958677292","","","","","",""
"48398336","47263","47263","47263","0.172614187002182","0.172614187002182","0.172614187002182","","","","","","","","","","","",""
"48403456","47268","47268","47268","0.17479819059371948","0.17479819059371948","0.17479819059371948","","","","","","","","","","","",""
"48408576","47273","47273","47273","0.17071247100830078","0.17071247100830078","0.17071247100830078","","","","","","","","","","","",""
"48410960","","","","","","","50620","50620","50620","0.15801870822906494","0.15801870822906494","0.15801870822906494","","","","","",""
"48413744","","","","","","","50623","50623","50623","0.17299267649650574","0.17299267649650574","0.17299267649650574","","","","","",""
"48416472","","","","","","","50626","50626","50626","0.09652503579854965","0.09652503579854965","0.09652503579854965","","","","","",""
"48418364","","","","","","","50628","50628","50628","0.12804508209228516","0.12804508209228516","0.12804508209228516","","","","","",""
"48422016","","","","","","","50632","50632","50632","0.2050732970237732","0.2050732970237732","0.2050732970237732","","","","","",""
"48432588","","","","","","","50644","50644","50644","0.16333286464214325","0.16333286464214325","0.16333286464214325","","","","","",""
"48438176","","","","","","","50650","50650","50650","0.14828932285308838","0.14828932285308838","0.14828932285308838","","","","","",""
"48442600","","","","","","","50655","50655","50655","0.20250436663627625","0.20250436663627625","0.20250436663627625","","","","","",""
"48447488","47311","47311","47311","0.14814667403697968","0.14814667403697968","0.14814667403697968","","","","","","","","","","","",""
"48451192","","","","","","","50665","50665","50665","0.16362854838371277","0.16362854838371277","0.16362854838371277","","","","","",""
"48456704","47320","47320","47320","0.13733917474746704","0.13733917474746704","0.13733917474746704","","","","","","","","","","","",""
"48457092","","","","","","","50671","50671","50671","0.08012089878320694","0.08012089878320694","0.08012089878320694","","","","","",""
